# name	prop	strategy	detail	sha256(script)
gh-request	1	lexicographic	binders 0,2 ctor 1,0	cde3f60b11590bfd612d33f326259974a921b9bb5157cd85c9a380ca562b1ecf
gh-request	1	lexicographic	binders 0,2 ctor 1,1	5e7f98a9c1b42d692040171435c7b470de020e21f3fd6ab2ff419b9ef1afc40f
gh-request	1	lexicographic	binders 0,3 ctor 0 base	b6e7c1f9f78670b14e15ebe0db289e9cec65ef1e42de9cc48a56f34f9c17f628
gh-request	1	lexicographic	binders 0,3 ctor 1,0	b984f0deec9180b9e62403369d67ca5261823000c923ea360cb0fb44e72dbb97
gh-request	1	lexicographic	binders 0,3 ctor 1,1	d2130a23b1056a6e859e0aafc972a6466fe4aeda46c132a8ea8f9dd8d0dc064b
gh-request	1	lexicographic	binders 0,4 ctor 0 base	b6e7c1f9f78670b14e15ebe0db289e9cec65ef1e42de9cc48a56f34f9c17f628
gh-request	1	lexicographic	binders 0,4 ctor 1,0	b319f416ff883ff4b0af9bdb5bf00b8a847ba426eed0fc361c7fb81b880a6c62
gh-request	1	lexicographic	binders 0,4 ctor 1,1	3ff5b454a7d3d4053bc0fd9421945e59503bc9b18f6b3c90157c9aca5103b27d
gh-request	1	lexicographic	binders 1,0 ctor 0 base	b40804354885f9af458a0604b041cbe97123277c4ed02b0a92dd99f3992d3b72
gh-request	1	lexicographic	binders 1,0 ctor 1,0	c6b0adc4b37dfa04966f27bd34e0c8e63deb64ab61ce3efba393927e3f678f46
gh-request	1	lexicographic	binders 1,0 ctor 1,1	dd119a9115e7c305fe8d491767aca12b4fcbbf304fc0588e9d6f6dc342cc9256
gh-request	1	lexicographic	binders 1,2 ctor 0 base	b40804354885f9af458a0604b041cbe97123277c4ed02b0a92dd99f3992d3b72
gh-request	1	lexicographic	binders 1,2 ctor 1,0	154746654cdb917bb874827efcd963a2184eafdf9cdf0590b1620b84f4ff8bb8
gh-request	1	lexicographic	binders 1,2 ctor 1,1	5bccbfe226d35fbf267d4f42f7ee96bc43f6cde1ba1b844f44522ae83a99e7c0
gh-request	1	lexicographic	binders 1,3 ctor 0 base	b40804354885f9af458a0604b041cbe97123277c4ed02b0a92dd99f3992d3b72
gh-request	1	lexicographic	binders 1,3 ctor 1,0	7a71eb56e93bd74273e552e3a5f27919320cdc142f55e1a911ac05f98058589b
gh-request	1	lexicographic	binders 1,3 ctor 1,1	6b2dd566c6bebf4b6acf08bed727086ba84d67793199ded5a5793b7530c5b5a0
gh-request	1	lexicographic	binders 1,4 ctor 0 base	b40804354885f9af458a0604b041cbe97123277c4ed02b0a92dd99f3992d3b72
gh-request	1	lexicographic	binders 1,4 ctor 1,0	43611a08f1d47b5247b9c15f08ef56874519515b28287f5315557b40f4993c22
gh-request	1	lexicographic	binders 1,4 ctor 1,1	fe5f8d2c16010fe8a89fc280bdec93b103879335c21814f3fa4d7b26fa287d40
gh-request	1	lexicographic	binders 2,0 ctor 0 base	a41cf03d029ee56dcff1f84c7a8585ce1263469e1db8dc0908a3aacb105f7559
gh-request	1	lexicographic	binders 2,0 ctor 1,0	3348d94bb7c645c7529a9cd2821f7e5e813dd9597cb5285995cb90f01620865c
gh-request	1	lexicographic	binders 2,0 ctor 1,1	0e072a323afc57ede4c00be6f8245a497637a4c7358553de95c57bcb0b347d55
gh-request	1	lexicographic	binders 2,1 ctor 0 base	a41cf03d029ee56dcff1f84c7a8585ce1263469e1db8dc0908a3aacb105f7559
gh-request	1	lexicographic	binders 2,1 ctor 1,0	575f4ad341ce2e2e4bef591a3dd3f77f9612406627f603035e74f74b47c09420
gh-request	1	lexicographic	binders 2,1 ctor 1,1	c28852374db7f724bee3048cd5d75a334fd526725d6400ec1fc44264e3381c9e
gh-request	1	lexicographic	binders 2,3 ctor 0 base	a41cf03d029ee56dcff1f84c7a8585ce1263469e1db8dc0908a3aacb105f7559
gh-request	1	lexicographic	binders 2,3 ctor 1,0	35dc5700086ce15e0fe1754fd6ecd596bccb155ac9565abe5db5f31cd0d24eeb
gh-request	1	lexicographic	binders 2,3 ctor 1,1	e2b8fd7a072a593e8da8f5a9644043788404e7face7a3cccb5b538c13f048a85
gh-request	1	lexicographic	binders 2,4 ctor 0 base	a41cf03d029ee56dcff1f84c7a8585ce1263469e1db8dc0908a3aacb105f7559
gh-request	1	lexicographic	binders 2,4 ctor 1,0	7b55c743dc3d8e60b830f91806cd7b5cfa37e4f2269d618e81d5eab34d18d98e
gh-request	1	lexicographic	binders 2,4 ctor 1,1	335396488b9b6d8ccd8ed45ee07d220004098ab859ac13d369357576e3249622
gh-request	1	lexicographic	binders 3,0 ctor 0 base	d5bf4759ccb3899d237c834c0b2592f7e467bc1b382d44672358359298e935dc
gh-request	1	lexicographic	binders 3,0 ctor 1,0	08c4e2959fef72a81556bd996a6c9a938042de4002ed9cedab1202181bb7c6b8
gh-request	1	lexicographic	binders 3,0 ctor 1,1	035ed1b586299c092c494870df1731b4cb998d2fabe9e79ad6ebfa04e4f69311
gh-request	1	lexicographic	binders 3,1 ctor 0 base	d5bf4759ccb3899d237c834c0b2592f7e467bc1b382d44672358359298e935dc
gh-request	1	lexicographic	binders 3,1 ctor 1,0	ad5cd04d7dcec276d0a3838a6e2ab166702dd3caa1bcd4e8a5ab04b70f959b76
gh-request	1	lexicographic	binders 3,1 ctor 1,1	f324b422f1a50e355abb15ca3866699fbb29e993fbf209231aaf5ecb47f63169
gh-request	1	lexicographic	binders 3,2 ctor 0 base	d5bf4759ccb3899d237c834c0b2592f7e467bc1b382d44672358359298e935dc
gh-request	1	lexicographic	binders 3,2 ctor 1,0	2613d9c2a6f74aa9bbc79cd15716df6114f0aaf3fc21e9a5fa8fd51737296ac4
gh-request	1	lexicographic	binders 3,2 ctor 1,1	cdad737b9fdcc0633e88f0ae0cb3db3c1bcb96bf94ed00bbbb034826b22e0ea1
gh-request	1	lexicographic	binders 3,4 ctor 0 base	d5bf4759ccb3899d237c834c0b2592f7e467bc1b382d44672358359298e935dc
gh-request	1	lexicographic	binders 3,4 ctor 1,0	bb0c078b4f6a6136dd178464748db5df8afc36673979b4dbcd8a4bdf46c91084
gh-request	1	lexicographic	binders 3,4 ctor 1,1	aff6edd84c009aed34038fb15e96be1348687c8d6f6498e43cabc88ef7b4a7a0
gh-request	1	lexicographic	binders 4,0 ctor 0 base	3610595b61da42bd87c1da38e5733e73ba87a81b63ca5998307426badf774fd7
gh-request	1	lexicographic	binders 4,0 ctor 1,0	453059ed53f2230b2eb6b145eb6014129ee48806472e442a5688b90912f30a7b
gh-request	1	lexicographic	binders 4,0 ctor 1,1	eda4438304dbaaf7e06fcc96fb4ac4962a6e02bcedc08a0c791f3353acd9df30
gh-request	1	lexicographic	binders 4,1 ctor 0 base	3610595b61da42bd87c1da38e5733e73ba87a81b63ca5998307426badf774fd7
gh-request	1	lexicographic	binders 4,1 ctor 1,0	f932dd8206ac49ad192658c5999f027ee419d9b460c7e92c7efe4032b6196f4f
gh-request	1	lexicographic	binders 4,1 ctor 1,1	c5de6a51e13b6fb9e9ce818bddd00e4957309ad37473040117f597d58a7e8dd2
gh-request	1	lexicographic	binders 4,2 ctor 0 base	3610595b61da42bd87c1da38e5733e73ba87a81b63ca5998307426badf774fd7
gh-request	1	lexicographic	binders 4,2 ctor 1,0	313bb76897975329c916830c34439a53e4c10c20464aff5137a77b592a4d27f9
gh-request	1	lexicographic	binders 4,2 ctor 1,1	f9b636283dd8677758103ec6e65f2e9f13a12d41162f2a68258bc70b43a2def5
gh-request	1	lexicographic	binders 4,3 ctor 0 base	3610595b61da42bd87c1da38e5733e73ba87a81b63ca5998307426badf774fd7
gh-request	1	lexicographic	binders 4,3 ctor 1,0	403de880a8add2d40465ebd7631ce71c297f2cfbc0f7c587e9d446f6c42bdd52
gh-request	1	lexicographic	binders 4,3 ctor 1,1	b582f2ed0044243f69f44b709588505b7e1b5f8f43fec4594b9364ee5d24490a
gh-request	1	direct-fallback		2f9fbad7244803318e45bf326677f400f2deb2746634780fdbecb2a7d740bd61
gh-request	2	lemma-free		c86abcc89e5e350e37e0f7c197b5a921a42aa0dde7fc96427c9a4a6d7138c394
gh-request	2	direct		5097e60fa176a66530610e1b8ecab77b7130637b5fa19e01b20656d31117bb33
gh-request	2	induction	binder 0 ctor 0	e1147c09624524ca36b85ca5a402d2674df958df1fc459f4802e3b2a5d581bd5
gh-request	2	induction	binder 0 ctor 1	ea5056ad9b2cb02bbde045b987c919480a2555e4b2d52f09bde8e40a82bb7937
gh-request	2	induction	binder 1 ctor 0	07adf91fdf074374bb3c3e4dd53419a9637dadf712ae9ad6deb7cc1ef21dbaf2
gh-request	2	induction	binder 1 ctor 1	9d95fcf2add98cc4ca5f6e3640c0dcff1e0de15d37e261727fa68142bf046f85
gh-request	2	induction	binder 2 ctor 0	a7038e9e7c162be6019bf9f901dde2dd66401c0aa90b1dac14c79998208fa113
gh-request	2	induction	binder 2 ctor 1	50e80c8e22da7198af149583b4a6ca2422cb10eaf3b97baa59c694b7536458a1
gh-request	2	induction	binder 3 ctor 0	87172528bf69425421edfcddfee99d2e0bccc8a9c7a34c73f5a8af3c5958ab42
gh-request	2	induction	binder 3 ctor 1	4fcfc467549eeeb2b3d96cd487994accff73e9ed243945699d19ac999b395590
gh-request	2	induction	binder 4 ctor 0	eee7e1825252d4f76db874f237db6459ead65629ac9f0047c8f55245df63e35e
gh-request	2	induction	binder 4 ctor 1	2f9094463b68c087cf19dca4655fcff3dd361040c4f6bd38aefe93d77f7846b8
gh-request	2	lexicographic	binders 0,1 ctor 0 base	e1147c09624524ca36b85ca5a402d2674df958df1fc459f4802e3b2a5d581bd5
gh-request	2	lexicographic	binders 0,1 ctor 1,0	665d0ffec3ccba3c159f0036d7b41c5ba9947c131bb65b78c6589e4b06eb85eb
gh-request	2	lexicographic	binders 0,1 ctor 1,1	4f2c013e59c332e496f8e1ec081c7632e2aeafcdd7c1f54e29540849a106405d
gh-request	2	lexicographic	binders 0,2 ctor 0 base	e1147c09624524ca36b85ca5a402d2674df958df1fc459f4802e3b2a5d581bd5
gh-request	2	lexicographic	binders 0,2 ctor 1,0	a2877f6031ab91658db23678a503c6066b5d842d272794a57d9d9943b752a36d
gh-request	2	lexicographic	binders 0,2 ctor 1,1	0bc86b2b57dce830fffddeafded1880e212dc617dec8986ea0f9ee6a85311387
gh-request	2	lexicographic	binders 0,3 ctor 0 base	e1147c09624524ca36b85ca5a402d2674df958df1fc459f4802e3b2a5d581bd5
gh-request	2	lexicographic	binders 0,3 ctor 1,0	6f121d056c2f7820507fb5dc18ffbcb1e12273c7a83e6e2e68879ab55855fc48
gh-request	2	lexicographic	binders 0,3 ctor 1,1	a3e158d201fca3db941c476c7ee7469e74cd07d6e0017c7aea40c511a3184e49
gh-request	2	lexicographic	binders 0,4 ctor 0 base	e1147c09624524ca36b85ca5a402d2674df958df1fc459f4802e3b2a5d581bd5
gh-request	2	lexicographic	binders 0,4 ctor 1,0	28437465118b7472095b66021619e7c939c2ec403caafa8fbd3e608d590f9930
gh-request	2	lexicographic	binders 0,4 ctor 1,1	e3fb61c0cf406b017b5e3caad486cc848f1ff323b6ef3bb953195e09c5223f77
gh-request	2	lexicographic	binders 1,0 ctor 0 base	07adf91fdf074374bb3c3e4dd53419a9637dadf712ae9ad6deb7cc1ef21dbaf2
gh-request	2	lexicographic	binders 1,0 ctor 1,0	c4fd7d3941c873ec53285f050d2788ff90ff80fd0ab77eef3a0a35b16da72746
gh-request	2	lexicographic	binders 1,0 ctor 1,1	1d7c775d9e7b9d5c991ac1cd21f07310864b091a55c85f5afa398689ddd249b9
gh-request	2	lexicographic	binders 1,2 ctor 0 base	07adf91fdf074374bb3c3e4dd53419a9637dadf712ae9ad6deb7cc1ef21dbaf2
gh-request	2	lexicographic	binders 1,2 ctor 1,0	b73ddcd00f0a179290d939eeac29dcd248a2a429a0249cad23bb60e93cc5641c
gh-request	2	lexicographic	binders 1,2 ctor 1,1	a7414f68d812a19754d45e9b2613377657e05ff5514de3d439f9992955caab42
gh-request	2	lexicographic	binders 1,3 ctor 0 base	07adf91fdf074374bb3c3e4dd53419a9637dadf712ae9ad6deb7cc1ef21dbaf2
gh-request	2	lexicographic	binders 1,3 ctor 1,0	1ca133530e2f98d2cd51ec39a49c443044421748b67b014fe3d62e70a3ce90fd
gh-request	2	lexicographic	binders 1,3 ctor 1,1	24b66cd0f58fcee67cd94f8acac23905fa56e22835d0b5988a7b4ea7edec7ddf
gh-request	2	lexicographic	binders 1,4 ctor 0 base	07adf91fdf074374bb3c3e4dd53419a9637dadf712ae9ad6deb7cc1ef21dbaf2
gh-request	2	lexicographic	binders 1,4 ctor 1,0	56380a37623789c029380548de2eb23d3badef054e306e757d15dc41f2d4ff73
gh-request	2	lexicographic	binders 1,4 ctor 1,1	88895a2dea4cf08c61d9b4631c13261e13c6ba6e0d0109c3b346b24d2736ee07
gh-request	2	lexicographic	binders 2,0 ctor 0 base	a7038e9e7c162be6019bf9f901dde2dd66401c0aa90b1dac14c79998208fa113
gh-request	2	lexicographic	binders 2,0 ctor 1,0	bdd0500f29d5244981718a19b9af95ac40029969b0be863576f3368bcfb49a77
gh-request	2	lexicographic	binders 2,0 ctor 1,1	40f8440be1e2fceadd9faa84d9db14a184d876e048ac18c99e323438b6a7423a
gh-request	2	lexicographic	binders 2,1 ctor 0 base	a7038e9e7c162be6019bf9f901dde2dd66401c0aa90b1dac14c79998208fa113
gh-request	2	lexicographic	binders 2,1 ctor 1,0	f595231bbb70b5bef76f0b6108c94943b6644854ea1d2bf03d0c5a9b592e924c
gh-request	2	lexicographic	binders 2,1 ctor 1,1	d8478fa7c00f75a83aeaa6a14802bac404736ddf44c23c1f91693eb1677c59d6
gh-request	2	lexicographic	binders 2,3 ctor 0 base	a7038e9e7c162be6019bf9f901dde2dd66401c0aa90b1dac14c79998208fa113
gh-request	2	lexicographic	binders 2,3 ctor 1,0	bf78d26048122e64398f8f0c64d8f77c296852ce95b469091f8fcb9daff5ef57
gh-request	2	lexicographic	binders 2,3 ctor 1,1	29b1621046f9c7ecbab8c1a4eeac545ecd67994a7ef7f77a344ab7c1db326967
gh-request	2	lexicographic	binders 2,4 ctor 0 base	a7038e9e7c162be6019bf9f901dde2dd66401c0aa90b1dac14c79998208fa113
gh-request	2	lexicographic	binders 2,4 ctor 1,0	4f00ee86f2a291aed52c0a282b22439ddaeaa72bbedb348cd5844a2a6ef48bcd
gh-request	2	lexicographic	binders 2,4 ctor 1,1	3e9caf1f1536ac3527da0e7b847e2301c51d13ba752d1ddfbd858ba853b49b9b
gh-request	2	lexicographic	binders 3,0 ctor 0 base	87172528bf69425421edfcddfee99d2e0bccc8a9c7a34c73f5a8af3c5958ab42
gh-request	2	lexicographic	binders 3,0 ctor 1,0	6e27d7f93d6d04f3597399d51dc12b08f9bf7018431d5815408c6a900ece7f39
gh-request	2	lexicographic	binders 3,0 ctor 1,1	a5087b70235b80c2878cbdd8be97549c057fd20cf298f356454c63d785aa110c
gh-request	2	lexicographic	binders 3,1 ctor 0 base	87172528bf69425421edfcddfee99d2e0bccc8a9c7a34c73f5a8af3c5958ab42
gh-request	2	lexicographic	binders 3,1 ctor 1,0	d526511384b6e4c968e08d790204557405a8b06949e5fbf7824dac5fcca0ebf4
gh-request	2	lexicographic	binders 3,1 ctor 1,1	e8b499aafd1de35230e122d6a67f7a958063398627631b501bd3470a2a28081c
gh-request	2	lexicographic	binders 3,2 ctor 0 base	87172528bf69425421edfcddfee99d2e0bccc8a9c7a34c73f5a8af3c5958ab42
gh-request	2	lexicographic	binders 3,2 ctor 1,0	b6c2f179883e47bbc8561ff4e14f8aa3cee6451070b110191524427f7b84f511
gh-request	2	lexicographic	binders 3,2 ctor 1,1	ac65e77994e0b2ad7776b7e038bdc55d28027504a3032543076070e18e9b2b4c
gh-request	2	lexicographic	binders 3,4 ctor 0 base	87172528bf69425421edfcddfee99d2e0bccc8a9c7a34c73f5a8af3c5958ab42
gh-request	2	lexicographic	binders 3,4 ctor 1,0	d4a1b954224ee9b4d015a4a181d6bb4341ce31873420cdb1a1cc408f198980de
gh-request	2	lexicographic	binders 3,4 ctor 1,1	2d8184fd270052fd11f1f1d1d632b49a20bf76178c47ed36f01a1477612a942f
gh-request	2	lexicographic	binders 4,0 ctor 0 base	eee7e1825252d4f76db874f237db6459ead65629ac9f0047c8f55245df63e35e
gh-request	2	lexicographic	binders 4,0 ctor 1,0	63e358f0edd0bf34d9b6c4334874e9b72d96049bc9e7a76f0377f7fb59c64cc5
gh-request	2	lexicographic	binders 4,0 ctor 1,1	109a8527f072b0002986e73b30b67a7c7c1c9e28db053a10e044011269766e65
gh-request	2	lexicographic	binders 4,1 ctor 0 base	eee7e1825252d4f76db874f237db6459ead65629ac9f0047c8f55245df63e35e
gh-request	2	lexicographic	binders 4,1 ctor 1,0	8d7c042b8757041f34e04e3fe3e876c688584860614d3c270532f7ed00dd7901
gh-request	2	lexicographic	binders 4,1 ctor 1,1	346dffb06136aeb28e2a05d8cf6a7f1ef50cfcfe7ac3a2b107dee6f24271f342
gh-request	2	lexicographic	binders 4,2 ctor 0 base	eee7e1825252d4f76db874f237db6459ead65629ac9f0047c8f55245df63e35e
gh-request	2	lexicographic	binders 4,2 ctor 1,0	542d5fcd3bcc969746d118dd095c4d12d356a2035a3fe0b77a080a030a10c4ba
gh-request	2	lexicographic	binders 4,2 ctor 1,1	4cd74c0c68cd7c734079d7efb58cb5b8d98f891dce9a6d6ad63a6df4e0dea68a
gh-request	2	lexicographic	binders 4,3 ctor 0 base	eee7e1825252d4f76db874f237db6459ead65629ac9f0047c8f55245df63e35e
gh-request	2	lexicographic	binders 4,3 ctor 1,0	93745dd7ff711e0281e864431d2d4ae7c8ad65138d1df0e777300ab2e622df60
gh-request	2	lexicographic	binders 4,3 ctor 1,1	57f6bfeb83c3980faf369c009c687e5a70cdd93175026ee8e9e62b504e7a83ba
gh-request	2	direct-fallback		5097e60fa176a66530610e1b8ecab77b7130637b5fa19e01b20656d31117bb33
gh-signature	0	lemma-free		6466948baea49de8d7d28b09550326119487e2581b03fb9669dcf56427c270c5
gh-signature	0	direct		fbd5d58bcc35d822a2b31ba86a0071d5979d8896df57a526a9ab96568957d702
gh-signature	1	lemma-free		7bd52762ea017ee2eb92165a26c71560bf6c5bab2e42c312cf1ca57332e4051a
gh-signature	1	direct		9895ba8a25c0de5988a6862b790d4ddb833e7bff9340a37f253e4c9f6e7c1edb
gh-signature	1	induction	binder 0 ctor 0	e2385ef4fc4a58f69954373b4f9942d13cbc77a9c99608cc20e35fac9960b456
gh-signature	1	induction	binder 0 ctor 1	49a3aa0b3b1bb415ccfb9a1c7c2c89695f208d4dd6b29fbac1fe2493ed3ccddf
gh-signature	1	direct-fallback		9895ba8a25c0de5988a6862b790d4ddb833e7bff9340a37f253e4c9f6e7c1edb
gh-signature	2	lemma-free		75f8c3f3c2e96a6c842e881b8f4128f7e3054e43ba525c651ea20742546f3016
gh-signature	2	direct		28fb3279759d878a248195438cf4a3084d6169189e6734fe75b84f50593b5ed7
gh-signature	2	induction	binder 0 ctor 0	5dc66ff527cac3187e8ba5171d50013a6629db8ab77624a5df38f372f4e8ac7b
gh-signature	2	induction	binder 0 ctor 1	f40ada85fc717097fb071bc13b9a22d8454bda806b6e7874e2114f337c6fb0b5
gh-signature	2	direct-fallback		28fb3279759d878a248195438cf4a3084d6169189e6734fe75b84f50593b5ed7
gh-signature	3	lemma-free		47ab6410a091ffd1529211fd43421ca99e8c00d6086f5261d84bb1c3d6c1435e
gh-signature	3	direct		72c29c29adec9b6b25d6993dfe043a78d8ec621ec621db740b819bf35deeec9f
gh-signature	3	induction	binder 0 ctor 0	8749bba2ea48f240dffbb776a772f1b51aac1f3c0cc4aec00e98c112da104422
gh-signature	3	induction	binder 0 ctor 1	20852c0b2e2bfeb92b9796f6970565e0a9c8f3626b6635002d5480ca590432f5
gh-signature	3	direct-fallback		72c29c29adec9b6b25d6993dfe043a78d8ec621ec621db740b819bf35deeec9f
gh-tally	0	lemma-free		2fc1f2c35061a195d5875a69d6d967ba6ddb55951245a816ab89393e2e0bb76d
gh-tally	0	direct		3538e44e1d20165a00cf6ae5e3d74ceccee327461231360b6ebc0edc008bec7a
gh-tally	0	induction	binder 0 ctor 0	2ad9c9ceff97a5155ce1a04712a27c7271352ce95b1146e2d556502a761f3d57
gh-tally	0	induction	binder 1 ctor 0	ab7a907f4f12217155ecda027fd928a95511df19e81f0444dadf54bdf0b1bfbc
gh-tally	0	induction	binder 1 ctor 1	b3107de42c365e641d7289f2af992bfe5d4fd65049b3c00651b8db073e75e255
gh-tally	0	lexicographic	binders 0,1 ctor 0 base	53660ac535a06b4f1e06f9d39a198d2cfee4a54ee171865f4e05b85ef5baf65e
gh-tally	0	lexicographic	binders 1,0 ctor 0 base	ab7a907f4f12217155ecda027fd928a95511df19e81f0444dadf54bdf0b1bfbc
gh-tally	0	lexicographic	binders 1,0 ctor 1,0	42cb2895e3dd8ad501f73f2f49b5abe780ccb2f96c31b2056d92b0e3dcc3de1f
gh-tally	0	direct-fallback		3538e44e1d20165a00cf6ae5e3d74ceccee327461231360b6ebc0edc008bec7a
gh-tally	1	lemma-free		54b8025089b5df8e6e123ad58a84147d66397178ebb0267d235585580b4c010d
gh-tally	1	direct		54b8025089b5df8e6e123ad58a84147d66397178ebb0267d235585580b4c010d
gh-tally	1	induction	binder 0 ctor 0	ccc1161a37a335f1166488432bee090ca8ef988b55de922d53a0dc10e85c3477
gh-tally	1	direct-fallback		54b8025089b5df8e6e123ad58a84147d66397178ebb0267d235585580b4c010d
gh-tally	2	lemma-free		814e122d5ca19f282929f0f355219f8b911efc22874a8d71f29d6648292887b0
gh-tally	2	direct		814e122d5ca19f282929f0f355219f8b911efc22874a8d71f29d6648292887b0
gh-tally	2	induction	binder 0 ctor 0	f4cbe7fb3728c65a9717b8568aabdc23e98e102cdd8f91dbbfd3ae2e8dabd550
gh-tally	2	induction	binder 1 ctor 0	98076f7179b885acfec2e26097eaf870d19b59f0f50ab470520b5a617ed1a68b
gh-tally	2	induction	binder 1 ctor 1	47c91b3e2850f7a7f75495a3a52cd7c630d07de0a266907fa1148c234b168248
gh-tally	2	induction	binder 2 ctor 0	7a58a713dd3757f10e3d38278951ceddb44a5e206bbca00e41a035f3bd061215
gh-tally	2	induction	binder 2 ctor 1	ce836cc6f5bb574449cf6410074dfd2e65d55676749527a7f669a0601fb47c55
gh-tally	2	lexicographic	binders 0,1 ctor 0 base	5bcc6b7295361d24b0159eaf7be7b5031c0d7698b2a0a5537b6796d11c214a55
gh-tally	2	lexicographic	binders 0,2 ctor 0 base	5bcc6b7295361d24b0159eaf7be7b5031c0d7698b2a0a5537b6796d11c214a55
gh-tally	2	lexicographic	binders 1,0 ctor 0 base	98076f7179b885acfec2e26097eaf870d19b59f0f50ab470520b5a617ed1a68b
gh-tally	2	lexicographic	binders 1,0 ctor 1,0	f15e73b4bf14631c05f383483aeda86dcbe6f7df8f14eaf90579fc09f711ecc6
gh-tally	2	lexicographic	binders 1,2 ctor 0 base	98076f7179b885acfec2e26097eaf870d19b59f0f50ab470520b5a617ed1a68b
gh-tally	2	lexicographic	binders 1,2 ctor 1,0	e876e0293638e07be65cb2553b25087fd6221ea97756635a56450eb2ae58362e
gh-tally	2	lexicographic	binders 1,2 ctor 1,1	8eb65d8216414d4783f93ad92ff6c6c8e966915f130cb9b9f9011c4f1d3992eb
gh-tally	2	lexicographic	binders 2,0 ctor 0 base	7a58a713dd3757f10e3d38278951ceddb44a5e206bbca00e41a035f3bd061215
gh-tally	2	lexicographic	binders 2,0 ctor 1,0	fc70b0ce639cf56290cf02df4f79274146dc65de646a9f48e05546218fee34cb
gh-tally	2	lexicographic	binders 2,1 ctor 0 base	7a58a713dd3757f10e3d38278951ceddb44a5e206bbca00e41a035f3bd061215
gh-tally	2	lexicographic	binders 2,1 ctor 1,0	916badfb4996d5b57ed48c2f6f7cd18005daf26771b7365e8a631356068ccd26
gh-tally	2	lexicographic	binders 2,1 ctor 1,1	9e02b4802d103726c116dd369b33b1b8b8c769c56879cfdbc0e9e3ee8465ae24
gh-tally	2	direct-fallback		814e122d5ca19f282929f0f355219f8b911efc22874a8d71f29d6648292887b0
greet	0	lemma-free		e6d7b2db913bdc76d4987fd6415567af685a75c4a336332ac89c43aaaf3f176f
greet	0	direct		019c34f0be75b40a6b39e73c044f42b0a57c5fd24fa986b8cf7ea18fb5dc03ff
greet	0	induction	binder 0 ctor 0	52fffceab6e564e5ecf5f597d0dc0bfffb48e83bc7aa925348b75e8994dcd07c
greet	0	induction	binder 1 ctor 0	5eeaf25c57d6500a2da1e9373f3db6b885bdd0e0b2515cb956341f153b4b1f71
greet	0	induction	binder 1 ctor 1	84e6f892c04d0cb9ce5c0c1ad230dd8a4d33f32701c4a3f22ee4ec3b9ae066cc
greet	0	lexicographic	binders 0,1 ctor 0 base	9b9385aa90a150bda5578ad6389588146740d60ed57d324cc00415f73f570d24
greet	0	lexicographic	binders 1,0 ctor 0 base	5eeaf25c57d6500a2da1e9373f3db6b885bdd0e0b2515cb956341f153b4b1f71
greet	0	lexicographic	binders 1,0 ctor 1,0	8f2831ae375171c989039cf8b1234b29830c21efbdb52bbdca9ac0f4d357c87a
greet	0	direct-fallback		019c34f0be75b40a6b39e73c044f42b0a57c5fd24fa986b8cf7ea18fb5dc03ff
greet	1	lemma-free		0ac08069e40cf448bd32bf0f0f1484b50a08e14724a289976cfdfe20d959346e
greet	1	direct		7520783a4dd1b54d17102f6032038343591a822fe68fc3eafc88934a8443e42a
greet	1	induction	binder 0 ctor 0	200182ec81ec9d4d658d70a5c6dfcd6d85155f78556f11045b4e4d2ca7b743b4
greet	1	induction	binder 1 ctor 0	06d365c8f7bc2832aed2612af2808275ad90854974105d8c88f38627f7bb8b9b
greet	1	induction	binder 1 ctor 1	f2a25fc05b95e081b4249e8f4dbfb574ec936b62d4e24f332b6756662816a747
greet	1	lexicographic	binders 0,1 ctor 0 base	83dcaf507e60b6a3397405b9133f953b1cc1911350e5811bb42fe974f9951eb6
greet	1	lexicographic	binders 1,0 ctor 0 base	06d365c8f7bc2832aed2612af2808275ad90854974105d8c88f38627f7bb8b9b
greet	1	lexicographic	binders 1,0 ctor 1,0	76f72c60289831c43343bf0291b003113d1b262f75569877e2198206735d5776
greet	1	direct-fallback		7520783a4dd1b54d17102f6032038343591a822fe68fc3eafc88934a8443e42a
greet	2	lemma-free		e6d7b2db913bdc76d4987fd6415567af685a75c4a336332ac89c43aaaf3f176f
greet	2	direct		14a6c7a931373454a2795c14700a5defae68b5f2c3e0d77e802778a98ee895ba
greet	2	induction	binder 0 ctor 0	52ee52778de36ded2abc82cc5dc8af2dade6accc7fb62fca453537cf3dc07805
greet	2	induction	binder 1 ctor 0	f93e691da38ed6f081bca67a0ce8fdefeca2a99fa121877715c9883c9d8c6425
greet	2	induction	binder 1 ctor 1	28ce9237a41099e0a97a8ac6ee5c2740a7a43cbe49a416e996417d1665fbc7a6
greet	2	lexicographic	binders 0,1 ctor 0 base	543114c0365303bc80c2e018efd5261272befeeff865d577fb059b58023ff530
greet	2	lexicographic	binders 1,0 ctor 0 base	f93e691da38ed6f081bca67a0ce8fdefeca2a99fa121877715c9883c9d8c6425
greet	2	lexicographic	binders 1,0 ctor 1,0	3786493bb908e26b9c400b07f20de9e99d1637571bdf22284ac24e71d77ac253
greet	2	direct-fallback		14a6c7a931373454a2795c14700a5defae68b5f2c3e0d77e802778a98ee895ba
greet-or-guest	0	lemma-free		b38da5b3fa0d5750fc1cec476f5ecb7f6f9e88a0d608d8fbbbc4b954f7f92166
greet-or-guest	0	direct		5efdb4d3892e5ed0cae7c406050561c1427bd44a1be61c95468c2a36aa0b8023
