# name	prop	sha256(direct-attempt script)
main-echo	0	363e6d7b1ff310df61b28082207940061f607df29ce1872296b3dd313e766616
main-echo	1	ce90380a11b88927ea5f7b6818fd3fe99f5551a177567789b9a4439c48ae774d
main-fetch	0	5f03b43980383b9cb7b76a3b30e22f227c3d16b0fedd94876719a850224f578f
main-fetch	1	32c832059cc26b9a62154ec01616dbeb77def264ce3f96a8ab6e7450a7e284f7
main-fetch	2	fab38f42b4c67a4c7e7a3a5b7fb0cf3dfffa69d5848371282081ef08f0b56530
map	0	6b3ef63b273f875f47a59115e117580398ac55f2c56225fc22b7a7e93f2e9b26
map-empty	0	3b5753bd41e0190f514016ce7176bb1565232aa7614396c111712cb52d1cc2ee
map-err	0	7d6b8e094a151ac0e559a0628a9cc3c560b412b5cdf39749918451753bd23b5a
map-err	1	e3fe7767c4397744ea07728e53d5c770b962236ab3f1a3082c56bb5b1d1e6e3a
map-has	0	d90099ce1cdd72b24e5768b8283e46385ccdceaa8971ac6689d520cb9ccc5168
map-insert	0	3aae14e1dfd3182198687e4c46210587342d8cf957b1284f1af47c6be0c38e78
map-keys	0	012d5e02e0c9757d902d47233f1d1e9349a7d34670735e3f82b458e55acc1873
map-lookup	0	d7ce15f9f33e04bf355f2c77776f991e6c54caf3afd13b42a8852c11eb24dee0
map-merge	0	d968e1f9bd479289d1a1d28a64a8e0c67c6a8528211e1c17b5ec0d7aae0725c8
map-merge	1	a9dc36cf2b11c366cead7c6deb0ad5cb10e62cc15eae887d1882a2f513aff8f3
map-option	0	3fa2ec5a4b7c49c20105c3d9d40a2fe241b8a1525abb2dcac9dde4c719e4a71e
map-option	1	0321b8077874df79b022ebf5d7bb4bf5650b635557dc3ad13adc41680ae8cc9b
map-result	0	12cc8653516c8a74ffa744596bb1373b09b0dfb8e9e506845c53f3d07c2d1cfa
map-result	1	21dc69201d86e14c359c423bf519fc41bd68abd0cd08eb2aa4971cb4cbf48a30
map-size	0	4cbfadd214f733a4fcf3ae12236562f933dabc6d2bc4d9791f69acd1c2214552
map-values	0	3a297981ff96f1db2c9730ac297ec28a9ed4c5734e0e72e0582ac8ed7b76d17a
max-by	0	8440873560a515979e109496d0fbf3cebea09813884ce866af6535a96344a8d1
max-by	1	9ffd2182747b9704c50a409153b4132b12d84eb6425867f8818de0718e74e5a1
max2	0	f3dbeb59c7b5ba9ef4e860db12bf1eca7011a8515ff8ad73640bf455a61ac969
max2	1	549d7a1198cacd8e419b95457f3f97d115ccf34c476150ba2f664d89fcd20837
max2	2	cd0bca69d02c2492f78539c7376711907a01a8d84e4bad0a3d461d862e2f7cfc
max2	3	34051a97cac934e6431814e209fa640f73abf8d326a40ddadf09d8ce561501c4
maximum	0	8a1c68c45dfa51f29a4902443c36d374dac309b267a9cd6461859ece1332a9e9
maximum	1	22a467768e798122ab4ee6f67e2628907be8ae872826e3f79d799997a974b949
maximum	2	b77863b1d0474175a9f79087c2b8f894ad3884d1b01df2d8c1c3e6e181d09e7b
media-type-is	0	b632ec8b5f2e84be93a9affc5aeee8d752d3127cc303ba4dbc16e6e8787707a9
media-type-is	1	7b2acf21d25197cb66ab10bcaba984dd49b2d6f0d289b65cf1c50c2d69f79d67
media-type-is	2	73dbf3f766639d3793416f1154bb56c8d6c3630b3ddb3675f01c5a75ba51c710
merge	0	9aa5264dbe3fde73be3d8b3d73d1ee5a900a465075c4bee77819ee0f9bccdaa5
merge	1	edc5d86748924d021b54970aa4a08eaa3b6cf72b2e00e55b3521044066bc917b
merge	2	eb9db144288035d0a803820bbbc749caab4299d82d62e1add9c6fefbecd073e9
mi-insert	0	421b19cdf482016f7d2f80f03a34180659d1b016c6a5fb8c4305652f33d57298
mi-keys	0	02280c536f59d53e7f9b483e15cf12667e024eee28d4f5df1c079a543dc4fdb0
mi-lookup	0	304cb14c7e88cf95c9933660985817c67a91a3f53b8151d47933d1cf33bb5c89
mi-merge	0	8986ebe2b5916b87b8a3908cf4e11ca7d9c8fbf15b37e21e6578b63fed488525
mi-values	0	522e6a6800db7b9267a6c2e19fbaf0d6e925f8ee0f4e134f9e626644580816c7
min-by	0	7a09a11fe0faa4eb6fb07fe18641f226b1c2742fe6075ed6eac408416aa87ac0
min-by	1	e12e104acb0833541da70a6a4f5eeba212c2d0e649da2a75a4099efe11b28130
minimum	0	d3800a83daaabbb35b490b741d0852c2e3fa89689dbc191e09386f5ddcc64cf4
minimum	1	dd19aa6b5c9290d3b669673c8e3cde43073dba8ca6023207ce63ad8a2290f0c7
minimum	2	17fa3598f5072b1c4a75abeb2f5e6f61b788824d88577569cfa4bcbbd026978f
mul-s	0	f388864c078e40a089bc483d93ba459afe4967febf067a77aa18c9e7a31bdcc5
one-two-three	0	fec1a48e9b4e6de71d77c7b71896580e596e320e6c29075c1087f47c2a7ed604
one-two-three	1	22af5a5f4c537de60b7a7c13f0e3aed875ecd1f6172a013207466d54b9e0cd2c
opt	0	397f269b461f97713b5daa6cf23c9acaff4c0b6ce3105764f3a86b6592064e20
or-else	0	8e3682605bddfadf8cd9eb9940de4af7789942e51f3c3ef02651f8d21aa1d904
or-else	1	e4c0d6352b5eb6005c9d174c990e3df66773112b7e6442aae6778cb55e4f53de
parse-nat	0	60babbc21f609f77f624ebd5405524a49688eb6f3b21d1dee4179cb0c397daa7
parse-nat	1	d679bd7738d12253df88a1c2f298a13ef8823c58c89839da93eca465f433ce0d
parse-nat-go	0	2f3696d68ad9762d34fb91300738907b28dbba17ba7cb01b9db589710fbdd596
path-is	0	f57b83d4451dd4bbb4d3d13e947634e5529a3b39b6370b5d9f73a80a27eda073
path-is	1	ee0febb1d50f79849012b8d31625f4fa6154da07257a582f9d4857bb64bb5098
path-is	2	7c1efe3a9be10a5b91c66486ce86dc136c8b286fe286efcf98e7a61c34b598f6
pow	0	7f3d1d646ee54fca9a826a35979ca660e6d1989697c169520e6740ac5f9cd3e4
pow	1	ca41fd3687668865fe1121c754b90a055381dae91ca1cd9617fd569abf411b76
pow	2	2221eef46720e5dfd9e784fe66b13e04a7f16739de3e73324187fdbd01e6741a
pow	3	b32e6f22c9b59a6de5ad15ca4716caff76490fda560d33adb0997b3857827503
product	0	ddbe058df4de3f510740c2e76adef603b801b9170fdc9976a55897c38692f99b
product	1	62967f9183656a77935dc31a3c092ab5037e8489e611afafd632a10b6b9ff8db
product	2	392a6cdaa7709344fa9dee9e73316d25de6f3497afbc3891dd68ed731d404108
q-drop	0	6858564d68908cfcfba75ee772eaf1faeefd7036b15bbe8d570478b62a606116
q-drop	1	9eb4efbfd030b1491e85e8c9a5f350f69b5be27598923ff0d20746d86d334134
q-drop	2	6943e0acb4283b5bc41fe6b46f7545e855ebb9781bfb2314bc310476886268f2
q-drop	3	b9744417af577b43ad2dc4e10cfc7af725422494d387a287f156ddc51e64848a
q-drop	4	edc373fb760900c0e1098e9377c0c8318a54bae89305e16e20318d2a8dacf892
q-peek	0	255dcbb3893892a2196eccaef9082449962d61453ca85840402bf6dad3a9740d
q-peek	1	76b9bfec4786caa385823df32b713214ae08e82fbcba9ac0508701c34bd68031
q-peek	2	ce8d2489f4c57d19f322d522c227c44ce838f9c0800b39b26e5f3e429fb63099
q-peek	3	fe3705d510bb5886db86079366e96f782ae809c419229276fa68258d8aa1b923
q-peek	4	2ac363576eaaf385c76750acedb68c1b4c04991ba2764236a001b3aa0b5b8057
q-push	0	ee90b0551daa2795405b58cfd319dc443566322981ab7a138dd7548fdce4f4b5
q-push	1	f577bf79ab543514d97fbcc306adbfeaffeab3bbb2b2762e51a64e67fa5090cd
q-push	2	87164d8ebf19e1ece44d71f7b611f2c4aaeb6c9179f4264213d52be843806baf
q-push	3	0c61d1adcb79c5242438bb5e77348479ef4552532f7f5cf802b9afa45ea5fdf7
q-push	4	e7f3d1059fad57151091ae5414f5b52ffd5207e7803e7dbe8aa41c3b2ca330f5
q-to-list	0	5a44f46ad377cb178926c4530f525f82dd8452baf91e359db887c2950438db37
q-to-list	1	b7bbb082cd79c3715b88419fa59cbeac823834808b608475f8e6eefd487da542
q-to-list	2	e634d641d1ae5781d8e0c0366ad89e680d87c4c716d77b7371a6e22207ca7e7b
q-to-list	3	d12640874ce3141652fc93fc40d5c421aa9ec6a228cded29ebd78b3e565d61db
q-to-list	4	5740f2ad0829ede58badcfa2b2b790a7777c4ad61ab88e283366c8333876c91b
range	0	c47fe1cda21d81e845013370d611bb5df7ac69ee6d102bf02238962c4c0c92b8
range	1	c3b97307f3dfe78234803c2c76bbfd932d2fb1a3f5a7f27d6d1155086982c118
range	2	12b8804baffaba987d6f1b95eb396d688603d49b7913359182ac681c05e78018
rat-add	0	95ea854bf0c02116862686db7ef64ea110045341d97fe0ae81733476058dd8ee
rat-add	1	e58efd6bf6d029818ad2e713997a533175a6fba417dcf9c95d99700afed2ecec
rat-floor	0	727682c8af33000c2bf95fd978d3e15d009f5f13806c8cfa110868081d436901
rat-mul	0	4a2365ecb713716e57c30cf39366c92c21cc5997c463f467d3af6eb97d9cf651
rat-mul	1	415ff86edce6edaa7c367000b6ee9ed2f5bea5d4e8f07c148e4c41541a728b94
rat-recover	0	d82272caf0f8fc0f8f259740205b0074a9159c47c0aac4f2a4b5e68f7b9bc9ea
record-is-well-formed	0	3ab80b9336f15307e292fc62001da66f9b4b7ced992b6de4140bc8944071caca
record-is-well-formed	1	804b862aafb75d344fa7c29fe40a2d5d9107682aa1d99c7dbca5de22c254707b
record-is-well-formed	2	224aa051909a1c28aea95a97bbfb477b679522af11212f82e3847087a584b263
record-is-well-formed	3	a4478f5c7f4a09e0e4d6f555d0396612c8ed297f9ad324eacefc1a842c866117
rename-key	0	e6eda6783e04bb4dcefa2d5b427c2f2bb4b69c83357246b8bf5fa43821dfb0d8
rename-key	1	6b8e5035e4215f8796e1db412db842d62774715e42e76629086ef3cb0248b5a5
replicate	0	4432779eddeb256b93b9a583edf4b97c5cb4b975a3b399a7ed7995da07238611
replicate	1	b55bf7c671fceeb4b67a453f25920077fcb86db75981fc567a5483f9341f8ef4
replicate	2	760ff00c3b192555fc83447c250958aadf3b0d46896c4d588ac32afdfe0dbf38
req-body	0	84ac03dec385826c006f811a9bcff4942bf8e0eacf4bb6c3a9c375c7410a3b7c
req-headers	0	a91cb75a57e92e3171353e12d0c65473f41c8e6a2aa2a19d693a75340134df4e
req-method	0	8100d6baeb71c40a5d355449ff3115788587a421bc2be93804ff981a1b5079e3
req-path	0	58529e6fd45e273a0d07ff9d63c6ccc6670c604bb59268cdc8549123af6ad09d
req-received-at	0	64f65a5bb9517bb40f80306d81d3539bb794669b78fd468b26f6a93fd5e9ce66
reverse	0	f802f734165421e25a6a267fe5281273095073dd7b7afc80037cedf3033921b3
reverse	1	70a3c844701f9c323c1a5eb93b076faff94c2573825dec0878bf0862cac85bd0
reverse-onto	0	fa33e42a9ab8d21d8dac1d865c4ce02c33cc98ef4c4a5b9295d7a425ce325067
reverse-onto	1	24dd77c7ddebe2caa4b84ed9029af482f03458357706a2e489da60efbd4155f1
reverse-onto	2	9ad4e7adf5de365ecfe5f78bc9f3f2a253ea9a66566cd6c897bd903f8ce561f2
rle-decode	0	9778fdf9bd21a87dedd42ad7b0103a30a28e84f1d855292aa31cc12318dad6b6
rle-decode	1	f89201ce8b164dab2ef510be357685e53ff19e39ff9441f811cce5efea1dc85b
rle-decode	2	87898cbc238e8b3891a1ff64400e438deebea31fa332f3c3dd6573694377eaa2
rle-decode	3	599e54250f57f11e09dbcd735379341bd8d91e465a260bb9ba42553ef2f00919
rle-encode	0	c3815d0a319d76eefb350bb9d3ba376f1423becd6144a5fb47da00e6e799baa6
rle-encode	1	f43c973342b52ae0c5757bff1e25c5840a3f97a28c136ffb5600de253438386f
rle-encode	2	424cf580d9ba3c5ea91e4b4dc2fa33d4d80d47e3b14a8ced3a08fa37d4d32bd1
rle-encode	3	046d7044a6497c8cdae882b419d594132f29df53edad5973635af5a99d3fe79f
rle-encode	4	14abf1abb26a0b4edf264596afd5763680b84b8520b88a6281ee89348cef7724
rle-encode	5	d3fe1a9b159a71ce5027630881e41a6a5bdbae747b7e77afeb7559827bad70a7
rle-expand	0	bd3d88fce79ac272d69702bc28d234b731e4607b29c65f250ca4ae903f879400
rle-expand	1	9f8eec2d384f57c155bb976f40efb3f2db2ac3456551822ba279550070e90b61
rle-expand	2	f677f3597af2ed67088638f3777c2e86547ee9ccd90dd7cba95d5aa3b021763d
rle-expand	3	e25891939a1981fedf0ca0ab132d543a6c23182a77d15907e6c64c7781a58d5e
rle-expand	4	a09b5d3a15d662af7f60e3e4d27e35ff4120098d18f7dee2d7bc431ab54acd3c
rot	0	f1f81ef940c7f5397962ca1d3e4b64122c04a1dc7ac636fb9881bacebe062540
rot	1	985a5e16ba9a510003752e40e37985f8bcf800fbc7fab0b852b25d0fd7b1c0be
rot	2	beb23e4e02810c6686ce1020e06f83ae4f86558f52e59e79d726001b73fb011a
rot	3	05d9b54032af2db090386135faa5c985f07117de3dfa08f9fb98b23f2d0270f8
rot	4	13bc92d168840d8030704a508130205f883f0cd0eb6dc653efd35f7fbb6c8511
rot	5	cccedafd7b12840b86d28ea050af995f8ace66fc033463f3790bd35a7291dbf9
rot	6	e1d23023142a2fae009146fd5c7ab3eacbd837b45e04fa20edba80e3f6ea3af3
rot-f	0	f1f81ef940c7f5397962ca1d3e4b64122c04a1dc7ac636fb9881bacebe062540
rot-f	1	985a5e16ba9a510003752e40e37985f8bcf800fbc7fab0b852b25d0fd7b1c0be
rot-f	2	beb23e4e02810c6686ce1020e06f83ae4f86558f52e59e79d726001b73fb011a
rot-f	3	05d9b54032af2db090386135faa5c985f07117de3dfa08f9fb98b23f2d0270f8
rot-f	4	13bc92d168840d8030704a508130205f883f0cd0eb6dc653efd35f7fbb6c8511
rot-f	5	cccedafd7b12840b86d28ea050af995f8ace66fc033463f3790bd35a7291dbf9
rot-f	6	e1d23023142a2fae009146fd5c7ab3eacbd837b45e04fa20edba80e3f6ea3af3
rot-h2	0	c3bfe9e2b94633faed025a397a37095b17dc45c2e01183a75f14f3c3e46df43c
rot-h2	1	e7c8e457b1986f35aaff7e6b6936f1aea1c6f323fd20bae4d08768cf9c4eded6
rot-h2	2	aa3377e7be53c687ee6a8c19bcbb7c7afccf7a37f3462dccea1f8936b67dfe74
rot-h2	3	105300bfd77331ccccb2373638a4bd68fb0bad751be0f2756923555eef934083
rot-h2	4	212d1ada5972e807de9cb2e9e83fbb2ed279e53bcae8ae7bbf87d9c0b1f0b3b3
rot-h2	5	8fc02513128bb19a252ceb20a252214873e204e1222f95b027681b6c3af228fa
rot-h2	6	302c4e92370ee9afe05d53b3406f314258207a94a21450210c4d98a9dc4fefa7
rot-h3	0	6ef8731f71a185ed8d742f73fe14124836b905bef394978496b566faf90d79cf
rot-h3	1	58856a0c13ca79ad2f08c522ed5e1c403e05fd86834af99817becdc7414d337d
rot-h3	2	53839d174de1b8129c62d3cc18b3646c6902508a826341eda29ee70987780642
rot-h3	3	3fceb9787d934b18be01a221ebb5b90209f5d7037f2dcfce9b9f8ce12f3c286a
rot-h3	4	80df1be0399d9833e7155e61a2ae6b25fcd3d860ea2c25feb88574136640cefb
rot-h3	5	7a651cd9f91a271641fa4dff085ccc75c7f9eff183ba3cfadfe064e41a2c5bfb
rot-h3	6	b68f798354c1b71d764c08b97f8b8185ce681ed52e4744f4694161f9fffe0864
rot-hl	0	5fe039866e6e433b5a77a2b873286f74690f8b75dce1dec81479b0936fe6a8cd
rot-hl	1	af7a43a6af33ff436be0148168eec591936c63abf0497425b295b5e586e71d03
rot-hl	2	346ced10c7cf9539d88407ba3aad4957bbf101924b99555fae594b6f105219c5
rot-hl	3	174fcfcfd89967f3dd16db156e6e612e2fdb938e70694f6c47e7252624c600b3
rot-hl	4	56de073ae4738b0d1191c1ef986dccacfb1bd589e6f766249fd2d52c05e442f6
rot-hl	5	4a43d9760b53ed7f3ff000babd783108bef46e391db34b4bd891144f51c99adc
rot-hl	6	c608b99d86aaf2dc961ce95d86becac29482bbcbdb97bcafcadae1204d94ff21
safe-get	0	0a51733d4ceb349f8b672246bc80bf5e3eaddc9b5c5237ec4eb4973f9e948890
safe-get	1	2530fa07eb26b5799f5fc7532a6a45891d44a40dbd7a24e9d363ac519876a0ae
set-add	0	1a2b2c06048a7f83448de070ae641ce460dd30d0aa9820f0c53e079ec47b6bda
set-add	1	79e28fe88c9a9d1f5cce13d8ef858de6e03c042e1b91db4436c776b90d82c405
set-elems	0	b9170b9c192885d49eec35641074a5d9d399c520a3c58723ee065ce15f073431
set-empty	0	6c14493d41ff1267681c10a58e09849d4930bdaa966df2f89bb20deec08f4c86
set-inter	0	87a1d36955a6030ba3034cb85cae2038eecf4ab79a6cb0ec310afd333298ca3f
set-member	0	6c14493d41ff1267681c10a58e09849d4930bdaa966df2f89bb20deec08f4c86
set-size	0	aba24b7372578a0c96a085befb60c3a0a2544125a0b4baa98f98d1510528db34
set-union	0	e28095a7a74ff2c4d70fd85b6e07ca2445c498b0aab7bd691add4f8f4bd6ca9f
set-union	1	0e010ab194e63f9b401dabd6cccda8fa9ced1458e24889a47d9fc7dc9436702c
shout	0	9ffb2bb6e3a44d47b140fa79a3a1c0df7a3a90b3455619af402ba164e2c4cbca
shout	1	4dfcbe2c214477189598360a0b5fdc9b8e973de927a6b6b266a082e80b59bfc9
show-int	0	78ef252d5e4e92f9d2caaf4f1908bfdfe0b3ed64e07fead3f7e1aca55caa3d55
show-nat	0	baa9f04db2033ed3313d6e43e1a79c9fd67fb916ac306d29329bf49b56035fb8
si-insert	0	c3ffd0a96ddd291b63e3f2a30b72b4a37f0ed9bbc746c8f94e918f2cb4a71b87
si-insert	1	f735117bd1b8e32fe2bb0cdfecc589a9b213d0ee11ff98d1e3e1b0f53f3c749d
si-insert	2	2e10f65e496fdc67ade9c075df25f460abd4842cf0a13561b0b09271f9229404
si-inter	0	c455f4e72fce48dc27d2552bfde43321798a3f28cf02912b22dcf86cd88b5f9b
si-member	0	14f850229cbb78662bc82f8118aa62d764152afbecf9cf0fc73d1ab610e80f26
si-union	0	c70324547e8643509be04e8f763a0ba4e786742becbaf58f896d6cfabc4b522d
sign	0	c3e4608e996eac5a66e340305a043540a3c9e1abbd2801e4bc40d31d0307dd3b
sign	1	b38dd94b0e958a2a8cdc912be00591899e4cfe3612f86c1a5882715e9901f9c8
singleton	0	bc742b56656c2b6d1ae66388b1e9ea08f79dae4dd09491697eca1b6089a6bee9
singleton	1	a1b79b8da0fd7eb588991a1f37224e27b65644d0e1901bd3a9d09033cfac37f6
smi-insert	0	696c5b3b3dad8cfb368cb1ee5e91ebc339e1aa40fa1c26dfa31c0ea75a0de557
smi-keys	0	0e0c843e8ee27378a20073922f8e511ef02373349a5726e52db6312c50bde051
smi-lookup	0	41a76e5add7839e1d1377600ad37493eb85f8ec74cda81c8f9585f0613f98637
smi-merge	0	a174aea0d5f3fcf462015d0620d16938f4bfedf52839af9fcbb323747374ca43
smi-values	0	7f9b29d065feb627fc63ad7a1705b43a8b6267306391adb8588089499c995e9b
snoc	0	061399a4125a9d36a22e40ad9f54c969318d9ed5375ec981a49ffffac5d3c732
snoc	1	362ed7ce898a9539952241ed9f5b2dc4132b0c42a340d69db7166fdac2d1e51e
snoc	2	43d2f7d27fb563264fe44f467ecfa50d40a55c5bf13270ccd6a7fc1e6d8e76c6
sort	0	5bfe98e7aae9bfe0c7a108e4410faee895495483795fdf50a7b70b04147871fe
sort	1	d4aa860052db199ce245f2e8e3086887876a8c59052c7250446425ed6f8e4bc6
sort	2	fc0416bbcd496354606b844ec0ea2e05ae634446336f647a35adb5c11419a29a
sort	3	383bfa44afc8659dbf866ac92daba75b6ddddca28e229d919e6871dbf93ad8ea
sort	4	a64314aeedd1256c8748bb29e2f1c893027fa9ea852a9ab49c7575cd45e2eae0
sort	5	254832c8d98eb9c012a762e63618950f5fa1b1941a23cd6f54c43222c98cc9c1
sort	6	53c44cd69e25eb9118f0ae77738931aa9b1e8940bf0107930bede94c042dc8ed
sort-by	0	a58cf3407b943739ee3cd35b827e5063b0310081ad96dfc7943cec7a7bde3687
sort-by	1	d73d08fde2ba0e87b7e48f4c9945a07f6a1ff669bd0f5087812306aa3f04b24e
sort-by	2	392368470be9907d3a0af88ca7a997acb1fec7f44ba65d9b146fa14f3419b4f2
spin	0	c28faf50415a6bdc118bf23c040c1b656b8e05443d4e52da3ccd396bf163ca27
str-all-below	0	67c6362a3dad81e6ce50f4eef5c67dc5809a421489d4bde64d7f1e6a30d4fc18
str-append	0	99fdba1966c844b4fdbd48a7ec03b59253a106a1015703cf2c0dcd1387241f2e
str-append	1	333081c54ccf73db457147e7f26ca888566c466cb6e64ca1661fb2db548b8b1f
str-bytes	0	fbe592a39a04d0a4b6ff96c5f985c10fd733f592a209a5f7f85ed3f7badc323e
str-bytes	1	90a3284cccad423c04ef56bb668e33e60d58f70fed6cfab66a877c6a092c8d55
str-code	0	58341c2887c169a1e98f1626335600fd9ccc785761243c3b9e4758deedead6e4
str-code	1	52d0a008e1ec66f41fdae339a30f55387b603f0be6800f674a9501ffeaa25c18
str-code	2	140dc79f390f1371bb39b9a59f2f5a5efefca1557181f7cb82606ce470ca48c4
str-code	3	aeba78afcca761fe6d603018b2157ba630d687a9fd7277323063569903c2d203
str-code	4	ed9af789c7bb2ee9670bf45901931931ca1155b888314ad725091446aad596bf
str-code	5	a501ebe4c0fc339fa0d9d7f8129e4a0a0bfa2f675cf3ad9f0a8af24a364edd2b
str-code	6	3c0f315a9fcc6894922faa8c25831273158d2229875b77625371d3db2ed5f198
str-code	7	3173e7c9db80002746d60d2fe403191215d9388da8beebb9d0f223b53445ca82
str-drop	0	6bdd592d110866894b87a20c4af03dc97084bab6e742259bdc6ea7dbb049b217
str-drop	1	213fef6d2f31e917f5e851965e62f9f972d1a7ef140e1cf1f33b305e3a98098d
str-eq	0	6f44a5960335594db9492b13853a358f403384e71850e1e4da8916cf1943ea86
str-join	0	69fb7714ba5cd637aebb5fcbfa9933e412f053d16e45d927a3193e2559d23b4c
str-len	0	4859b889609fd1a64396d2e2afbcbf9994019b142e9018c57a0a861abd4fc926
str-lt	0	995abb194779a21ba7348ffc6011840a1c72b0e58225cc8a90e1333eddce73ba
str-map-empty	0	af75a09fa247849fd7c8857f9d147d3ac25af79f8faa2a19def1021f08d3df1d
str-map-has	0	94c807a19454020b2a6f98fea55cc53ad474050533c916e735d6b28209541de4
str-map-insert	0	03153413c6359d57dfc7b659c301932a3090489de0fec92c6895663ffa510bc3
str-map-lookup	0	deecf047a3d037a9e683f5530069b022d069b999ceb3461aec59e91b6ce2c70c
str-map-merge	0	45846e01bbe691418a79f0945bc2645202010db98056f03537085fee5a274b16
str-map-size	0	7009bb2d91bd52409ad5cd2e52ab34a4c8058a89550462c54b3eda2518b05278
str-nub	0	0c0c46612dce217a95df761200cffc8b2731be86ef7d9e2bd92003c38e744a5f
str-nub	1	a0363f1169914c6be71da1a1e241187c4b21c6d63f6da4c832330f91cc0cced6
str-nub	2	1ef1653f623fa715474f8544541362bcb940c475d5879b93dff1553ee28ac36c
str-nub	3	b821576aecbd6dc61521db26975aa443ca500dbea813baf8b4026fb468e1fcd2
str-nub	4	3c3c687abd059f9b9662575d529a945705a8db8f2d23c560f25fde1a57a8b3c2
str-pad-left	0	dd2933ec7f974050aa1941d4e23089810fa8cbd5d30f6fa75c08cb422d3db4f4
str-pad-left	1	d3ca24fa4abaafbe6113d1f11f55982a1a0094270e50fd37f1e78f62d2873a94
str-pad-left	2	2448d6a6271b9bece80023bf3469ceb9c11ab4dd0681084bf7b8d46b04ebe3d0
str-pad-left	3	7e4864f5d63b3b401e6c38f4a6cad05a44431791fdf2747b31bd358e4c46f228
str-pad-left	4	807e4e5d6a9678f8d95612bef0da14caa397fb46f79d7c069d758c7e29a19ac2
str-prefix	0	8853c53eb80e96691d68bf22e9afcb40ec5bb5161a35712fbc06158c1c8eedca
str-prefix	1	68514ce5644a1fb190287f276d8d2603b6c5d49b303b51bb4d19d555580b9f3c
str-prefix	2	d653e2a8519a7c1a070517135fd0acea6aa07ba5061b40ee976f11f5e9f352d3
str-scalar	0	2ad24b7fec1c61481f4061ff603005770465065d8057110e6681c490bc1b724c
str-scalars	0	48ab7386abada68f3d3e9905d2dceed83585bfdb4a4901c052f477483db585f7
str-scalars	1	64014dddca151d7b4357df57b9a865205a4963fd89582433f5523477b1a21426
str-scalars	2	6f8017963904ce11c85454c458ba6fdc96bf3deb5422c43f44290250d7f7d7bf
str-scalars	3	694f30a67e9741e0936b98394df15e531851b3c5976eb203744bdf748ebee45f
str-scalars	4	d9f7fca49b4890086bbbb0e7b8f7b0d00c0eb28c9326903f294048973ae161c8
str-spaces	0	ee9a7c1911036d285a56e83ffc1a3ce22e5095e14f8e360dcb437fd4e7ef6017
str-spaces	1	39c4971e58157841ddf9cfd66190c6937a1d7d782142576e8879b7eb187f5146
str-spaces	2	7570f6995efd83765f5cc9e3544acd3f5227e57416c94d7ed1f032d136701972
str-spaces	3	a3b1a42aaac9bdc2e762814c9d706c74343f702cd1e068b3cfd52ecfbfe2e48e
str-split	0	c4a721943378c27b61b7443b65fb97948a57712c54d3903e2218328388d3a003
str-split-join	0	8d2f73f465941072de4e8c3aea1d23b2b2e49e65a87be6f22224138100859acf
str-take	0	3b401dfb1c618a78f43c09a662fe8650eee0b7f6194294228e923d6a22dea47c
sum	0	9173a6aabec605f0bb3756d494eadfe27f7fe683e9a10123878d5b733af5729a
sum	1	fb4e84629e5db94caaae17e5fcbfb931f48a1d67bbf0be9871153f5f854798ed
swap	0	f815df1ed81120c9a45e810bfaaeff31f75f32179c3c256b7c2351af11061573
t-flatten	0	6ec7c21ca50bddabf95af5b78b0f23f9ddfd4cf328e57bff4b81e00bd532bbf1
t-flatten	1	fbed8913e63ba5e25aaccbc2c60c998376c32db2eef729fa2d7866402a82b034
t-flatten	2	b003d9ac20a0ecb333cfcb8092e61edaf9fe4a8c1dd77fbdbac5c8a8cf46418b
t-insert	0	6a94d10f3ff2e8d7b791d4a23610e80ac9f5ff11802b4194901d28927f2557b1
t-insert	1	fc79d7299450f4e52b266c1eda60a6aeed58172a3ec0578a56ef25fe25f8c5f0
t-insert	2	a3233fcfe6f24b256b9e2a45d5b9c29c15c6628cab81658e8e2a1252b84a06bb
t-insert	3	d699eb42e45f84ac2990446fa8a3047f1090b3b8045eaf769f187b7937f72919
t-insert	4	dc04dda1bac3c96647847ae6f80da3932cf8bafb5aefbc44ca80b6011d3bf035
t-member	0	aa5b1300094241d94d874ba8430cc0b21850e405e48513892210aff2cc253b32
t-member	1	9d4e167ed18141150b8016dbc32b6415eab0333fab37c63feb4db81328096c29
t-member	2	a4525a7e075f1a9cd83983c7d22103e9c21dd7356ba8284e94e0cef37d4fd761
t-member	3	b54d8e5ddea818dda16a5c5e89458f18241655027cb0e09f7c51613679d809e1
t-size	0	a6cb111dc2ba7b0f970f6199ce39921a411a6fb63eb4a2c324ede08424fdac3a
t-size	1	4b425dcd1e2230571a24b068811e8ab7bfe37b8e6dea2d662313fc1d8ff72c6c
t-size	2	7949183715188e8332458510fe32af2886cb1fd666952ff6127923f7f0306018
t-size	3	cb84f8a1c2dfae6fd66a54f6023fac8142984a2470316c88eb05450da6eba788
take	0	717021926cf0a59f9a02f8bef67850334cbf7dd0b78a01f4b363c2fc27c58047
take	1	6e4eef3516f351f11ea60ed4908d2f758da1228de23be2b64d0ecda90f8350ef
take	2	9da8ccbc44ab6bd95fe9f4f73e7176b890a6a49f1ee7712eedbbf2805ac3f34b
take	3	dce32f28c60c8201bcb67623c9b7ec39a8358882fa35a8c293d15900257c019d
take-while	0	ee698ac68dd1e7c0c7c59810b3ae65c3923d5e25e901000643aa7b99601659d8
